"module","EntrezGene.ID","HUGO.gene.symbol","agilent","affy","coefficient","NMSE"
,"2720","GLB1","NM_000404","201576_s_at","0.322062138","0.906764094"
,"59286","UBL5","Contig65670_RC","218011_at","-0.270213253","0.914865462"
,"8408","ULK1","NM_003565","209333_at","0.27421269","0.918353875"
,"55035","NOL8","NM_017948","218244_at","-0.274566442","0.922310693"
,"7042","TGFB2","NM_003238","220407_s_at","0.286360255","0.923466436"
,"5155","PDGFB","NM_002608","204200_s_at","0.269055708","0.931600028"
,"10409","BASP1","NM_006317","202391_at","0.244062133","0.932183339"
,"10993","SDS","NM_006843","205695_at","0.245388394","0.933091037"
,"6233","RPS27A","NM_002954","200017_at","-0.264689018","0.933902258"
,"8507","ENC1","NM_003633","201340_s_at","0.230967436","0.934843627"
,"176","AGC1","NM_013227","217161_x_at","0.214527206","0.938418486"
,"9849","ZNF518","NM_014803","204291_at","-0.279405416","0.941723169"
,"51463","GPR89A","NM_016334","222140_s_at","-0.246339963","0.942684028"
,"6141","RPL18","NM_000979","222297_x_at","-0.244770917","0.944074771"
,"4205","MEF2A","NM_005587","208328_s_at","0.206794876","0.9444056"
,"1774","DNASE1L1","NM_006730","203912_s_at","0.232623402","0.946207309"
,"4430","MYO1B","AK000160","212364_at","0.228075133","0.947362794"
,"57158","JPH2","NM_020433","220385_at","0.163350482","0.949439143"
,,,,,,
"VEGF","7422","VEGFA","NM_003376","211527_x_at","1","0"
,"911","CD1C","NM_001765","205987_at","-0.302791888","0.875335287"
,"4005","LMO2","NM_005574","204249_s_at","-0.354196997","0.876731359"
,"4222","MEOX1","NM_013999","205619_s_at","-0.350489565","0.882751646"
,"29927","SEC61A1","NM_013336","217716_s_at","0.348075751","0.885518246"
,"6166","RPL36AL","NM_001001","207585_s_at","-0.337512063","0.887065036"
,"9450","LY86","NM_004271","205859_at","-0.294017543","0.907178982"
,"22900","CARD8","NM_014959","204950_at","-0.299841623","0.912490569"
,"1776","DNASE1L3","NM_004944","205554_s_at","-0.298769909","0.915582301"
,"1119","CHKA","NM_001277","204233_s_at","0.293232546","0.918063311"
,"22809","ATF5","NM_012068","204999_s_at","0.217042464","0.937083889"
,"23417","MLYCD","NM_012213","218869_at","-0.235341308","0.939494944"
,"23592","LEMD3","NM_014319","218604_at","-0.269823184","0.947647276"
,"51621","KLF13","NM_015995","219878_s_at","0.242003861","0.947879938"
,,,,,,
"STAT1","6772","STAT1","NM_007315","209969_s_at","1","0"
,"3627","CXCL10","NM_001565","204533_at","0.791673192","0.373734657"
,"6890","TAP1","NM_000593","202307_s_at","0.773730642","0.38014378"
,"6373","CXCL11","NM_005409","210163_at","0.729976561","0.469038038"
,"3620","INDO","NM_002164","210029_at","0.693332241","0.480540278"
,"4283","CXCL9","NM_002416","203915_at","0.705931141","0.506582671"
,"4599","MX1","NM_002462","202086_at","0.700341707","0.512026803"
,"27074","LAMP3","NM_014398","205569_at","0.691286706","0.51665141"
,"9636","ISG15","NM_005101","205483_s_at","0.692921839","0.521514816"
,"64108","RTP4","Contig51660_RC","219684_at","0.66510774","0.521724062"
,"55008","HERC6","NM_017912","219352_at","0.680045765","0.534540502"
,"10964","IFI44L","NM_006820","204439_at","0.68441612","0.53484654"
,"4600","MX2","M30818","204994_at","0.676333667","0.545187222"
,"3437","IFIT3","NM_001549","204747_at","0.676843523","0.547342002"
,"51191","HERC5","NM_016323","219863_at","0.654162297","0.55158659"
,"91543","RSAD2","AF026941","213797_at","0.654314865","0.566762715"
,"23586","DDX58","NM_014314","218943_s_at","0.640872007","0.568844077"
,"6352","CCL5","NM_002985","1405_i_at","0.660200416","0.568867672"
,"27299","ADAMDEC1","NM_014479","206134_at","0.642299127","0.589527746"
,"914","CD2","NM_001767","205831_at","0.644301271","0.616877785"
,"55601","NA","NM_017631","218986_s_at","0.613852226","0.621928407"
,"10866","HCP5","NM_006674","206082_at","0.610103583","0.629169819"
,"9111","NMI","NM_004688","203964_at","0.603257958","0.639437655"
,"9806","SPOCK2","NM_014767","202524_s_at","0.584098575","0.641216629"
,"6355","CCL8","NM_005623","214038_at","0.570756407","0.651950505"
,"10346","TRIM22","NM_006074","213293_s_at","0.590810894","0.652849087"
,"4069","LYZ","NM_000239","213975_s_at","0.544927822","0.662182124"
,"3659","IRF1","NM_002198","202531_at","0.589919529","0.66222688"
,"3902","LAG3","NM_002286","206486_at","0.541977347","0.668358145"
,"9595","PSCDBP","NM_004288","209606_at","0.567980838","0.668469879"
,"22797","TFEC","NM_012252","206715_at","0.599293976","0.668483201"
,"10537","UBD","NM_006398","205890_s_at","0.578544702","0.670772877"
,"11262","SP140","NM_007237","207777_s_at","0.577805009","0.679232612"
,"1075","CTSC","NM_001814","201487_at","0.562320779","0.681366545"
,"2537","IFI6","NM_002038","204415_at","0.563222465","0.683899859"
,"7941","PLA2G7","NM_005084","206214_at","0.557200093","0.695642543"
,"917","CD3G","NM_000073","206804_at","0.55769671","0.698961356"
,"1890","ECGF1","NM_001953","204858_s_at","0.546473637","0.700870238"
,"51316","PLAC8","NM_016619","219014_at","0.538438452","0.703113148"
,"10875","FGL2","NM_006682","204834_at","0.524540085","0.705303623"
,"3003","GZMK","NM_002104","206666_at","0.530074132","0.717735405"
,"962","CD48","NM_001778","204118_at","0.533233612","0.719024509"
,"6775","STAT4","NM_003151","206118_at","0.550392357","0.72324098"
,"2841","GPR18","Contig35647_RC","210279_at","0.521231488","0.726949329"
,"5026","P2RX5","NM_002561","210448_s_at","0.504830283","0.729589032"
,"10437","IFI30","NM_006332","201422_at","0.511822231","0.735812254"
,"4068","SH2D1A","NM_002351","210116_at","0.471245594","0.7433416"
,"7805","LAPTM5","NM_006762","201720_s_at","0.498421145","0.746819193"
,"969","CD69","NM_001781","209795_at","0.471158768","0.753189587"
,"5778","PTPN7","NM_002832","204852_s_at","0.499057802","0.75677133"
,"3394","IRF8","NM_002163","204057_at","0.489162341","0.768389511"
,"11040","PIM2","NM_006875","204269_at","0.47698737","0.770321793"
,"51513","ETV7","NM_016135","221680_s_at","0.532716749","0.771749503"
,"29909","GPR171","NM_013308","207651_at","0.467045116","0.776788947"
,"5720","PSME1","NM_006263","200814_at","0.463856614","0.778162143"
,"330","BIRC3","NM_001165","210538_s_at","0.47318545","0.778456521"
,"356","FASLG","NM_000639","210865_at","0.521488064","0.782352474"
,"8519","IFITM1","NM_003641","201601_x_at","0.469088027","0.78238098"
,"24138","IFIT5","NM_012420","203596_s_at","0.466667589","0.783188342"
,"3689","ITGB2","NM_000211","202803_s_at","0.461692343","0.784532984"
,"11118","BTN3A2","NM_007047","212613_at","0.461680236","0.788500748"
,"3059","HCLS1","NM_005335","202957_at","0.450361209","0.795023723"
,"6398","SECTM1","NM_003004","213716_s_at","0.425961617","0.799831467"
,"55843","ARHGAP15","NM_018460","218870_at","0.417535994","0.801382989"
,"22914","KLRK1","NM_007360","205821_at","0.437660493","0.809727352"
,"10261","IGSF6","NM_005849","206420_at","0.436549677","0.81219172"
,"1880","EBI2","NM_004951","205419_at","0.399159019","0.815726925"
,"26034","NA","AB007863","214735_at","0.40937931","0.829560298"
,"29887","SNX10","NM_013322","218404_at","0.400589724","0.835603896"
,"79132","NA","Contig63102_RC","219364_at","0.391375097","0.849609415"
,"684","BST2","NM_004335","201641_at","0.384303271","0.854129545"
,"55337","NA","NM_018381","218429_s_at","0.386327296","0.857355054"
,"341","APOC1","NM_001645","204416_x_at","0.36462583","0.861296021"
,"51237","NA","NM_016459","221286_s_at","0.370554593","0.874957917"
,"445347","NA","M17323","209813_x_at","0.305107684","0.886124869"
,"56829","ZC3HAV1","NM_020119","220104_at","0.342023355","0.888935417"
,"23564","DDAH2","NM_013974","214909_s_at","-0.333585684","0.889200466"
,"23547","LILRA4","AF041261","210313_at","0.341444621","0.894341374"
,"10148","EBI3","NM_005755","219424_at","0.284618325","0.894479773"
,"3823","KLRC3","NM_007333","207723_s_at","0.269791167","0.896638494"
,"50856","CLEC4A","NM_016184","221724_s_at","0.348085505","0.90159803"
,"959","CD40LG","NM_000074","207892_at","0.330319064","0.90731366"
,"7409","VAV1","NM_005428","206219_s_at","0.346468277","0.907387687"
,"2745","GLRX","NM_002064","206662_at","0.30616967","0.910310197"
,"54","ACP5","NM_001611","204638_at","0.276526368","0.911099185"
,"5993","RFX5","NM_000449","202964_s_at","0.292677164","0.911410075"
,"51816","CECR1","NM_017424","219505_at","0.305675892","0.913657631"
,"7187","TRAF3","NM_003300","208315_x_at","0.246604319","0.921975101"
,"4218","RAB8A","NM_005370","208819_at","0.272692263","0.923395016"
,"3606","IL18","NM_001562","206295_at","0.265963985","0.927706943"
,"1942","EFNA1","NM_004428","202023_at","-0.258870977","0.934754499"
,"10125","RASGRP1","NM_005739","205590_at","0.256021016","0.936422237"
,"9985","REC8L1","NM_005132","218599_at","0.258614123","0.936428333"
,"9034","CCRL2","NM_003965","211434_s_at","0.318651272","0.940353226"
,"10126","DNAL4","NM_005740","204008_at","-0.219900416","0.943877702"
,,,,,,
"CASP3","836","CASP3","NM_004346","202763_at","1","0"
,"10393","ANAPC10","NM_014885","207845_s_at","0.356889908","0.902909966"
,"7738","ZNF184","U66561","213452_at","0.2920488","0.913630754"
,"3728","JUP","NM_002230","201015_s_at","-0.272571262","0.924223529"
,"8237","USP11","NM_004651","208723_at","-0.290651812","0.925692835"
,"402","ARL2","NM_001667","202564_x_at","-0.255334194","0.935253954"
,"25978","CHMP2B","NM_014043","202536_at","0.265905131","0.937256343"
,"6301","SARS","NM_006513","200802_at","-0.251797375","0.937862493"
,"55361","NA","AL353952","209346_s_at","-0.242946915","0.943220971"
,"5977","DPF2","NM_006268","202116_at","-0.215939259","0.947438324"
